Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,203",The Wind Horse,"$8,247",-,-,"$8,247",100%
"1,204",Sangue vivo,"$8,236",-,-,"$8,236",100%
"1,205",The Power of Kangwon Province,"$7,892",-,-,"$7,892",100%
"1,206",Invasion,"$7,816",-,-,"$7,816",100%
"1,207",Comme il vient,"$7,732",-,-,"$7,732",100%
"1,208",Mercano the Martian,"$7,715",-,-,"$7,715",100%
"1,209",The Seven Year Itch,"$7,652",-,-,"$7,652",100%
"1,210",Xiu Xiu: The Sent-Down Girl 2002 Re-release,"$7,612",-,-,"$7,612",100%
"1,211",Deuxime Panorama du Cinema Grec,"$7,540",-,-,"$7,540",100%
"1,212",The Good Fairy,"$7,478",-,-,"$7,478",100%
"1,213",The Dogwalker,"$7,420","$7,420",100%,-,-
"1,214",Group,"$7,281","$7,281",100%,-,-
"1,215",Les frères Gravet,"$7,275",-,-,"$7,275",100%
"1,216",Open Your Eyes 2002 Re-release,"$7,247",-,-,"$7,247",100%
"1,217",Manhattan 2002 Re-release,"$7,223",-,-,"$7,223",100%
"1,218",Marnie 2002 Re-release,"$7,095",-,-,"$7,095",100%
"1,219",Julien Donkey-Boy 2002 Re-release,"$7,042",-,-,"$7,042",100%
"1,220",Ants in the Pants 2002 Re-release,"$7,023",-,-,"$7,023",100%
"1,221",Ali Farka Touré - Le miel n'est jamais bon dans une seule bouche,"$6,999",-,-,"$6,999",100%
"1,222",Fleurs de sang,"$6,989",-,-,"$6,989",100%
"1,223",The Life of Oharu,"$6,921",-,-,"$6,921",100%
"1,224",Ti voglio bene Eugenio,"$6,878",-,-,"$6,878",100%
"1,225",The Monkey's Mask,"$6,831",-,-,"$6,831",100%
"1,226",7 Comedies De Woody Allen,"$6,765",-,-,"$6,765",100%
"1,227",Cuban Rafters,"$6,756",-,-,"$6,756",100%
"1,228",Buddha Heads,"$6,739","$6,739",100%,-,-
"1,229",Daddy and Them,"$6,718",-,-,"$6,718",100%
"1,230",Playing Swede,"$6,649",-,-,"$6,649",100%
"1,231",The Best Years of Our Lives 2002 Re-release,"$6,620",-,-,"$6,620",100%
"1,232",This Is My Moon,"$6,542",-,-,"$6,542",100%
"1,233",Ali Zaoua: Prince of the Streets,"$6,520",-,-,"$6,520",100%
"1,234",Sex and the Single Girl,"$6,490",-,-,"$6,490",100%
"1,235",Trouble Every Day,"$6,382",-,-,"$6,382",100%
"1,236",Joy - scherzi di gioia,"$6,377",-,-,"$6,377",100%
"1,237",From Dusk Till Dawn 2: Texas Blood Money,"$6,374",-,-,"$6,374",100%
"1,238",Planet of the Apes 2002 Re-release,"$6,360",-,-,"$6,360",100%
"1,239",If You Only Knew,"$6,349",-,-,"$6,349",100%
"1,240",Forty Guns,"$6,344",-,-,"$6,344",100%
"1,241",Life Without Death,"$6,328",-,-,"$6,328",100%
"1,242",Symphony of Silence,"$6,313",-,-,"$6,313",100%
"1,243",All My Loved Ones,"$6,237","$6,237",100%,-,-
"1,244",The Phantom of Liberty 2002 Re-release,"$6,172","$6,172",100%,-,-
"1,245",Raging Bull 2002 Re-release,"$6,131",-,-,"$6,131",100%
"1,246",The Terrorist 2002 Re-release,"$6,015",-,-,"$6,015",100%
"1,247",Biuti quin Olivia,"$5,965",-,-,"$5,965",100%
"1,248",Rosa la China,"$5,954",-,-,"$5,954",100%
"1,249",Le portrait de Dorian Gray,"$5,871",-,-,"$5,871",100%
"1,250",Murder on a Sunday Morning,"$5,844",-,-,"$5,844",100%
"1,251",(Entre nous),"$5,741",-,-,"$5,741",100%
"1,252",Saga Bergman,"$5,632",-,-,"$5,632",100%
"1,253",Kah-chan,"$5,626",-,-,"$5,626",100%
"1,254",Thelma,"$5,580",-,-,"$5,580",100%
"1,255",Vertigo 2002 Re-release,"$5,502",-,-,"$5,502",100%
"1,256",The First $20 Million Is Always the Hardest,"$5,491","$5,491",100%,-,-
"1,257",Dragonwyck,"$5,434",-,-,"$5,434",100%
"1,258",A Long Long Long Night of Love,"$5,434",-,-,"$5,434",100%
"1,259",A Doll's House,"$5,304",-,-,"$5,304",100%
"1,260",Nelly Kaplan dans tous ses états: Interview Nelly Kaplan et Michel Drucker,"$5,283",-,-,"$5,283",100%
"1,261",L'ecole des Facteurs et autres coures,"$5,174",-,-,"$5,174",100%
"1,262",Time's Up!,"$5,174",-,-,"$5,174",100%
"1,263",Max Ophuls ou le Plaisir... di Cinema,"$5,112",-,-,"$5,112",100%
"1,264",Kiss or Kill 2002 Re-release,"$5,047",-,-,"$5,047",100%
"1,265",Perfect Pie,"$5,000","$5,000",100%,-,-
"1,266",Hellzapoppin',"$4,982",-,-,"$4,982",100%
"1,267",Barnie et ses petites contrariétés,"$4,882",-,-,"$4,882",100%
"1,268",The Unknown,"$4,841",-,-,"$4,841",100%
"1,269",Secret Society,"$4,725","$4,725",100%,-,-
"1,270",The Guerrilla of Memory,"$4,641",-,-,"$4,641",100%
"1,271",Reconciled,"$4,590",-,-,"$4,590",100%
"1,272",Nurse Betty 2002 Re-release,"$4,589",-,-,"$4,589",100%
"1,273",Deliverance,"$4,534",-,-,"$4,534",100%
"1,274",Kiss of the Spider Woman 2002 Re-release,"$4,425",-,-,"$4,425",100%
"1,275",Romances de terre et d'eau,"$4,404",-,-,"$4,404",100%
"1,276",With a Friend Like Harry... 2002 Re-release,"$4,336",-,-,"$4,336",100%
"1,277",Operazione Rosmarino,"$4,330",-,-,"$4,330",100%
"1,278",Bitter Sugar,"$4,311",-,-,"$4,311",100%
"1,279",My Kingdom,"$4,296","$4,296",100%,-,-
"1,280",The Year of Maria,"$4,237",-,-,"$4,237",100%
"1,281",The Gleaners and I: Two Years Later,"$4,183",-,-,"$4,183",100%
"1,282",Citizen Kane 2002 Re-release,"$4,181",-,-,"$4,181",100%
"1,283",Regína,"$4,165",-,-,"$4,165",100%
"1,284",The Miracle Worker 2002 Re-release,"$4,139",-,-,"$4,139",100%
"1,285",Hera Purple,"$4,123","$4,123",100%,-,-
"1,286",Wolves in the Snow,"$4,103",-,-,"$4,103",100%
"1,287",My Life as a Dog 2002 Re-release,"$4,018",-,-,"$4,018",100%
"1,288",El descanso,"$3,999",-,-,"$3,999",100%
"1,289",Mama Aloko,"$3,947",-,-,"$3,947",100%
"1,290",Virgin Stripped Bare by Her Bachelors,"$3,936",-,-,"$3,936",100%
"1,291",Los bastardos,"$3,869",-,-,"$3,869",100%
"1,292",Take It Easy,"$3,839",-,-,"$3,839",100%
"1,293",Caravaggio,"$3,774","$3,774",100%,-,-
"1,294",Transistor Love Story,"$3,734",-,-,"$3,734",100%
"1,295",Arbres,"$3,697",-,-,"$3,697",100%
"1,296",Dracula's Fiancee,"$3,697",-,-,"$3,697",100%
"1,297",Petites Z'Escapades,"$3,640",-,-,"$3,640",100%
"1,298","Hey, Lads and Lasses","$3,614",-,-,"$3,614",100%
"1,299",800 km de différence - Romance,"$3,588",-,-,"$3,588",100%
"1,300",Naked Demand,"$3,582",-,-,"$3,582",100%
"1,301",Higher Still,"$3,541",-,-,"$3,541",100%
"1,302",Revolution OS,"$3,500","$3,500",100%,-,-
"1,303",The Gleaners & I 2002 Re-release,"$3,387",-,-,"$3,387",100%
"1,304",La merveilleuse odyssée de l'idiot Toboggan,"$3,354",-,-,"$3,354",100%
"1,305",Herr Zwilling und Frau Zuckermann,"$3,354",-,-,"$3,354",100%
"1,306",Death of a Bureaucrat,"$3,323",-,-,"$3,323",100%
"1,307",Looking Through Lillian,"$3,300","$3,300",100%,-,-
"1,308",The Wolf of the West Coast,"$3,234",-,-,"$3,234",100%
"1,309",A Cuban Legend,"$3,212","$3,212",100%,-,-
"1,310",Le Cinema Portugais: Nouvelles Vagues,"$3,136",-,-,"$3,136",100%
"1,311",Cool and Crazy,"$3,130",-,-,"$3,130",100%
"1,312",Bang Rajan,"$3,106",-,-,"$3,106",100%
"1,313",Paragraph 175 2002 Re-release,"$3,025",-,-,"$3,025",100%
"1,314",Tattoo Bar,"$2,964","$2,964",100%,-,-
"1,315",Ash Wednesday,"$2,942","$2,942",100%,-,-
"1,316",Leila 2002 Re-release,"$2,937",-,-,"$2,937",100%
"1,317",Freestyle,"$2,782",-,-,"$2,782",100%
"1,318",La ley de la frontera,"$2,781",-,-,"$2,781",100%
"1,319",Steal This Movie 2002 Re-release,"$2,664",-,-,"$2,664",100%
"1,320",Bahía mágica,"$2,614",-,-,"$2,614",100%
"1,321",Dead or Alive: Final,"$2,591","$2,591",100%,-,-
"1,322",Standing by Yourself,"$2,500","$2,500",100%,-,-
"1,323",Chico,"$2,495",-,-,"$2,495",100%
"1,324",Zig Zag,"$2,418","$2,418",100%,-,-
"1,325",My Man Godrey,"$2,366",-,-,"$2,366",100%
"1,326",Casino Royale 2002 Re-release,"$2,324",-,-,"$2,324",100%
"1,327","Ma soeur, mon amour","$2,278",-,-,"$2,278",100%
"1,328",Pleasure (And Its Little Inconveniences),"$2,229",-,-,"$2,229",100%
"1,329",Virgil Bliss,"$2,219","$2,219",100%,-,-
"1,330","Sibérie, la dernière nuit","$2,194",-,-,"$2,194",100%
"1,331",Noble,"$2,153",-,-,"$2,153",100%
"1,332",The 4th Tenor,"$2,152","$2,152",100%,-,-
"1,333",Stripped,"$2,151","$2,151",100%,-,-
"1,334","Africa, I Will Fleece You","$2,148",-,-,"$2,148",100%
"1,335",Stealing the Fire,"$2,139","$2,139",100%,-,-
"1,336","Policarpo Quaresma, Herói do Brasil","$2,064",-,-,"$2,064",100%
"1,337",Double Gentlemen,"$2,049",-,-,"$2,049",100%
"1,338",Some Body,"$2,042","$2,042",100%,-,-
"1,339",Off to the Revolution by a 2CV,"$2,038",-,-,"$2,038",100%
"1,340",Choice of Weapons,"$2,032","$2,032",100%,-,-
"1,341",Something Got Me Hot,"$1,959",-,-,"$1,959",100%
"1,342",Mr. Smith Gets a Hustler,"$1,915","$1,915",100%,-,-
"1,343","Van Van, Let's Party","$1,834",-,-,"$1,834",100%
"1,344",By Hook or by Crook,"$1,802","$1,802",100%,-,-
"1,345",The Opera Lover,"$1,798","$1,798",100%,-,-
"1,346",Mountain Pass,"$1,732",-,-,"$1,732",100%
"1,347",Cinema et Exlusion,"$1,643",-,-,"$1,643",100%
"1,348",Explorations: Films Indigenes d'Australie,"$1,586",-,-,"$1,586",100%
"1,349",Mama Africa,"$1,581","$1,581",100%,-,-
"1,350",Downhill City,"$1,581",-,-,"$1,581",100%
"1,351",Blackwoods,"$1,500","$1,500",100%,-,-
"1,352",Heartbreak Hospital,"$1,480","$1,480",100%,-,-
"1,353",Cirque du Soleil: Journey of Man 2002 Re-release,"$1,451",-,-,"$1,451",100%
"1,354",The Execution of Wanda Jean,"$1,386","$1,386",100%,-,-
"1,355",The Ugliest Woman in the World,"$1,381",-,-,"$1,381",100%
"1,356",Besotted,"$1,379","$1,379",100%,-,-
"1,357",Le voyage à la mer,"$1,347",-,-,"$1,347",100%
"1,358",Yellowknife,"$1,128",-,-,"$1,128",100%
"1,359",Revelation,"$1,032",-,-,"$1,032",100%
"1,360",The Jimmy Show,"$1,000","$1,000",100%,-,-
"1,361",Retrospective Rene Feret,$972,-,-,$972,100%
"1,362",The Lonely Affair of the Heart,$932,$932,100%,-,-
"1,363",Atash,$920,-,-,$920,100%
"1,364",Cuba,$761,-,-,$761,100%
"1,365","The Pirate, the Wizard, the Thief and the Children",$749,-,-,$749,100%
"1,366",Ciao bella ciao,$723,-,-,$723,100%
"1,367",Et la vie,$692,-,-,$692,100%
"1,368",7 Films Italiens,$686,-,-,$686,100%
"1,369",And the Little Prince Said,$655,-,-,$655,100%
"1,370",El Secreto de la Maja,$623,-,-,$623,100%
"1,371",Looking for Jimmy,$510,-,-,$510,100%
"1,372",The Black Stallion Returns 2002 Re-release,$406,-,-,$406,100%
"1,373",Mal,$359,-,-,$359,100%
"1,374","António, Um Rapaz de Lisboa",$351,-,-,$351,100%
